rank_within_group,journal_key,period,term,term_col,n_docs_group,n_docs_rest,group_doc_count,rest_doc_count,group_doc_pct,rest_doc_pct,pct_point_lift,ratio_lift,keyness_score,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
11,ijpa,1946-1969,ernest jones,terms_bigram,1205,10959,39,102,3.2365,0.9307,2.3058,3.5022,8.505717,ernest jones,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,ernest jones,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
12,ijpa,1946-1969,defence against,terms_bigram,1205,10959,34,61,2.8216,0.5566,2.265,5.0981,8.052709,defence against,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,defence against,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
13,ijpa,1946-1969,transference neurosis,terms_bigram,1205,10959,36,94,2.9876,0.8577,2.1298,3.5101,7.690567,transference neurosis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,transference neurosis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
14,ijpa,1946-1969,heinz hartmann,terms_bigram,1205,10959,28,16,2.3237,0.146,2.1777,15.6973,7.332801,heinz hartmann,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,heinz hartmann,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
15,ijpa,1946-1969,buenos aires,terms_bigram,1205,10959,41,163,3.4025,1.4874,1.9151,2.3067,7.158114,buenos aires,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,buenos aires,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
16,ijpa,1946-1969,beverly hills,terms_bigram,1205,10959,30,47,2.4896,0.4289,2.0608,5.8354,7.076607,beverly hills,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,beverly hills,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
17,ijpa,1946-1969,oedipus complex,terms_bigram,1205,10959,43,198,3.5685,1.8067,1.7617,1.9916,6.666722,oedipus complex,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,oedipus complex,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
18,ijpa,1946-1969,ego functions,terms_bigram,1205,10959,30,74,2.4896,0.6752,1.8144,3.7205,6.230566,ego functions,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,ego functions,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
19,ijpa,1946-1969,lampl-de groot,terms_bigram,1205,10959,24,8,1.9917,0.073,1.9187,26.1945,6.176063,lampl-de groot,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,lampl-de groot,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
20,ijpa,1946-1969,psycho-analytic technique,terms_bigram,1205,10959,24,8,1.9917,0.073,1.9187,26.1945,6.176063,psycho-analytic technique,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psycho-analytic technique,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
21,ijpa,1946-1969,members international,terms_bigram,1205,10959,23,4,1.9087,0.0365,1.8722,47.459,5.949997,members international,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,members international,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
22,ijpa,1946-1969,instinctual drives,terms_bigram,1205,10959,25,37,2.0747,0.3376,1.7371,6.1798,5.659531,instinctual drives,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,instinctual drives,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
23,ijpa,1946-1969,ego superego,terms_bigram,1205,10959,29,83,2.4066,0.7574,1.6493,3.2107,5.609495,ego superego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,ego superego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
24,ijpa,1946-1969,mental life,terms_bigram,1205,10959,35,150,2.9046,1.3687,1.5358,2.1437,5.503663,mental life,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,mental life,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
25,ijpa,1946-1969,michael balint,terms_bigram,1205,10959,22,11,1.8257,0.1004,1.7254,17.7807,5.409831,michael balint,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,michael balint,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
26,ijpa,1946-1969,great deal,terms_bigram,1205,10959,28,81,2.3237,0.7391,1.5845,3.178,5.335591,great deal,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,great deal,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
27,ijpa,1946-1969,object relationship,terms_bigram,1205,10959,26,64,2.1577,0.584,1.5737,3.7338,5.186597,object relationship,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,object relationship,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
28,ijpa,1946-1969,news notes,terms_bigram,1205,10959,20,0,1.6598,0.0,1.6598,372.6036,5.053149,news notes,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,news notes,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
29,ijpa,1946-1969,psycho-analytic study,terms_bigram,1205,10959,20,6,1.6598,0.0547,1.605,28.6618,4.886463,psycho-analytic study,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psycho-analytic study,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
30,ijpa,1946-1969,well known,terms_bigram,1205,10959,27,88,2.2407,0.803,1.4377,2.8239,4.790614,well known,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,well known,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
31,ijpa,1946-1969,comments news,terms_bigram,1205,10959,19,0,1.5768,0.0,1.5768,354.4279,4.723561,comments news,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,comments news,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
32,ijpa,1946-1969,notes comments,terms_bigram,1205,10959,19,0,1.5768,0.0,1.5768,354.4279,4.723561,notes comments,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,notes comments,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
33,ijpa,1946-1969,balint michael,terms_bigram,1205,10959,19,1,1.5768,0.0091,1.5676,118.1426,4.696225,balint michael,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,balint michael,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
34,ijpa,1946-1969,transference situation,terms_bigram,1205,10959,21,26,1.7427,0.2372,1.5055,7.3732,4.653536,transference situation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,transference situation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
35,ijpa,1946-1969,essay prize,terms_bigram,1205,10959,20,18,1.6598,0.1642,1.4955,10.0704,4.553091,essay prize,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,essay prize,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
36,ijpa,1946-1969,freud himself,terms_bigram,1205,10959,24,64,1.9917,0.584,1.4077,3.452,4.531232,freud himself,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,freud himself,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
38,ijpa,1946-1969,relation external,terms_bigram,1205,10959,19,9,1.5768,0.0821,1.4946,18.6541,4.477539,relation external,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,relation external,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
39,ijpa,1946-1969,very early,terms_bigram,1205,10959,24,66,1.9917,0.6022,1.3895,3.3482,4.472488,very early,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,very early,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
40,ijpa,1946-1969,english language,terms_bigram,1205,10959,20,23,1.6598,0.2099,1.4499,7.9277,4.414186,english language,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,english language,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
41,ijpa,1946-1969,analytical situation,terms_bigram,1205,10959,19,13,1.5768,0.1186,1.4581,13.127,4.368196,analytical situation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,analytical situation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
42,ijpa,1946-1969,ego psychology,terms_bigram,1205,10959,27,104,2.2407,0.949,1.2917,2.3916,4.304116,ego psychology,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,ego psychology,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
43,ijpa,1946-1969,international congress,terms_bigram,1205,10959,20,31,1.6598,0.2829,1.3769,5.9143,4.191938,international congress,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,international congress,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
44,ijpa,1946-1969,shall attempt,terms_bigram,1205,10959,19,23,1.5768,0.2099,1.3669,7.541,4.094837,shall attempt,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,shall attempt,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
46,ijpa,1946-1969,human behaviour,terms_bigram,1205,10959,18,13,1.4938,0.1186,1.3752,12.4538,4.049051,human behaviour,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,human behaviour,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
47,ijpa,1946-1969,van der,terms_bigram,1205,10959,18,15,1.4938,0.1369,1.3569,10.8468,3.995316,van der,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,van der,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
48,ijpa,1946-1969,bear mind,terms_bigram,1205,10959,18,18,1.4938,0.1642,1.3295,9.0879,3.914712,bear mind,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,bear mind,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
49,ijpa,1946-1969,ipso facto,terms_bigram,1205,10959,17,7,1.4108,0.0639,1.3469,21.2051,3.893082,ipso facto,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,ipso facto,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
50,ijpa,1946-1969,defences against,terms_bigram,1205,10959,19,31,1.5768,0.2829,1.2939,5.6258,3.876151,defences against,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,defences against,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
51,ijpa,1946-1969,carried out,terms_bigram,1205,10959,25,98,2.0747,0.8942,1.1804,2.3527,3.846009,carried out,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,carried out,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
53,ijpa,1946-1969,functions ego,terms_bigram,1205,10959,18,23,1.4938,0.2099,1.2839,7.1543,3.780373,functions ego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,functions ego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
54,ijpa,1946-1969,secretary psycho-analysis,terms_bigram,1205,10959,16,2,1.3278,0.0182,1.3096,59.9801,3.710237,secretary psycho-analysis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,secretary psycho-analysis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
55,ijpa,1946-1969,castration anxiety,terms_bigram,1205,10959,21,60,1.7427,0.5475,1.1952,3.2296,3.694548,castration anxiety,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,castration anxiety,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
56,ijpa,1946-1969,part ego,terms_bigram,1205,10959,17,15,1.4108,0.1369,1.2739,10.2605,3.682087,part ego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,part ego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
57,ijpa,1946-1969,shall try,terms_bigram,1205,10959,17,16,1.4108,0.146,1.2648,9.6387,3.655712,shall try,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,shall try,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
59,ijpa,1946-1969,prize essay,terms_bigram,1205,10959,16,9,1.3278,0.0821,1.2457,15.7842,3.529267,prize essay,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,prize essay,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
60,ijpa,1946-1969,function ego,terms_bigram,1205,10959,17,22,1.4108,0.2007,1.21,7.0684,3.497466,function ego,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,function ego,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
61,ijpa,1946-1969,human mind,terms_bigram,1205,10959,20,57,1.6598,0.5201,1.1396,3.24,3.469631,human mind,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,human mind,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
62,ijpa,1946-1969,draw conclusions,terms_bigram,1205,10959,16,12,1.3278,0.1095,1.2183,11.996,3.451709,draw conclusions,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,draw conclusions,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
63,ijpa,1946-1969,great importance,terms_bigram,1205,10959,17,24,1.4108,0.219,1.1918,6.4914,3.444717,great importance,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,great importance,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
64,ijpa,1946-1969,conditions governing,terms_bigram,1205,10959,15,2,1.2448,0.0182,1.2266,56.3449,3.400756,conditions governing,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,conditions governing,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
65,ijpa,1946-1969,psycho-analytic situation,terms_bigram,1205,10959,15,2,1.2448,0.0182,1.2266,56.3449,3.400756,psycho-analytic situation,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,psycho-analytic situation,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
66,ijpa,1946-1969,prize awarded,terms_bigram,1205,10959,16,14,1.3278,0.1277,1.2001,10.3414,3.400003,prize awarded,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,prize awarded,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
67,ijpa,1946-1969,science psycho-analysis,terms_bigram,1205,10959,15,4,1.2448,0.0365,1.2083,31.3027,3.350157,science psycho-analysis,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,science psycho-analysis,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
68,ijpa,1946-1969,depressive position,terms_bigram,1205,10959,19,52,1.5768,0.4745,1.1023,3.3755,3.302099,depressive position,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,depressive position,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
69,ijpa,1946-1969,phyllis greenacre,terms_bigram,1205,10959,16,18,1.3278,0.1642,1.1636,8.1054,3.296592,phyllis greenacre,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,phyllis greenacre,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
70,ijpa,1946-1969,pleasure principle,terms_bigram,1205,10959,23,96,1.9087,0.876,1.0327,2.2131,3.282044,pleasure principle,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,pleasure principle,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
71,ijpa,1946-1969,prize judges,terms_bigram,1205,10959,15,7,1.2448,0.0639,1.1809,18.7816,3.274258,prize judges,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,prize judges,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
72,ijpa,1946-1969,external environment,terms_bigram,1205,10959,16,19,1.3278,0.1734,1.1544,7.6898,3.270739,external environment,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,external environment,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
73,ijpa,1946-1969,requirements essay,terms_bigram,1205,10959,15,8,1.2448,0.073,1.1718,16.572,3.248958,requirements essay,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,requirements essay,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
74,ijpa,1946-1969,awarding prize,terms_bigram,1205,10959,15,8,1.2448,0.073,1.1718,16.572,3.248958,awarding prize,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,awarding prize,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
75,ijpa,1946-1969,essay shall,terms_bigram,1205,10959,15,8,1.2448,0.073,1.1718,16.572,3.248958,essay shall,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,essay shall,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
77,ijpa,1946-1969,very beginning,terms_bigram,1205,10959,17,33,1.4108,0.3011,1.1097,4.7474,3.207347,very beginning,candidate_concept,kept_for_semantic_review,True,key_bigrams_by_journal_period,,,very beginning,final_keep,kept_after_final_cleanup,True,key_bigrams_by_journal_period
