term,source_table,term_col,journal_key,period,count,doc_count,doc_pct,keyness_score,pct_point_lift,candidate_review_status,suggested_semantic_family,manual_note,term_norm,term_norm_for_refinement,refined_audit_category,refined_audit_reason,include_in_refined_semantic_review,refinement_source_table,manual_override,manual_override_note,term_norm_final_cleanup,final_cleanup_category,final_cleanup_reason,include_in_final_semantic_review,final_cleanup_source_table
psychoanalytically oriented,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,26,1.8992,5.251914,1.5935,pending,,,psychoanalytically oriented,psychoanalytically oriented,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychoanalytically oriented,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
reflective functioning,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,24,1.7531,5.046661,1.5678,pending,,,reflective functioning,reflective functioning,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,reflective functioning,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
diagnostic manual,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,22,1.607,4.893549,1.5607,pending,,,diagnostic manual,diagnostic manual,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,diagnostic manual,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
personality organization,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,26,1.8992,4.88554,1.4823,pending,,,personality organization,personality organization,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,personality organization,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
rome italy,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,25,1.8262,4.802876,1.4741,pending,,,rome italy,rome italy,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,rome italy,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
psychodynamic diagnostic,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,21,1.534,4.598385,1.4876,pending,,,psychodynamic diagnostic,psychodynamic diagnostic,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,psychodynamic diagnostic,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
mental disorders,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,22,1.607,4.428816,1.4125,pending,,,mental disorders,mental disorders,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,mental disorders,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
defense mechanisms,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,24,1.7531,4.420479,1.3733,pending,,,defense mechanisms,defense mechanisms,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,defense mechanisms,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
affect regulation,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,23,1.6801,4.308914,1.3558,pending,,,affect regulation,affect regulation,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,affect regulation,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
attachment style,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,20,1.4609,4.306789,1.4146,pending,,,attachment style,attachment style,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,attachment style,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
self psychology,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,31,2.2644,4.252143,1.2269,pending,,,self psychology,self psychology,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,self psychology,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
orcid orcid,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,20,1.4609,4.250383,1.3961,pending,,,orcid orcid,orcid orcid,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,orcid orcid,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
robert bornstein,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,19,1.3879,4.129949,1.3786,pending,,,robert bornstein,robert bornstein,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,robert bornstein,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
social cognition,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,19,1.3879,4.046696,1.3508,pending,,,social cognition,social cognition,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,social cognition,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
electronic sent,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,18,1.3148,3.871432,1.3148,pending,,,electronic sent,electronic sent,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,electronic sent,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
statistical manual,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,18,1.3148,3.81688,1.2963,pending,,,statistical manual,statistical manual,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,statistical manual,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
diagnostic statistical,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,18,1.3148,3.81688,1.2963,pending,,,diagnostic statistical,diagnostic statistical,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,diagnostic statistical,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
manual mental,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,18,1.3148,3.81688,1.2963,pending,,,manual mental,manual mental,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,manual mental,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
results showed,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,18,1.3148,3.625948,1.2315,pending,,,results showed,results showed,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,results showed,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
professional psychology,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,19,1.3879,3.602678,1.2026,pending,,,professional psychology,professional psychology,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,professional psychology,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
via degli,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,17,1.2418,3.589213,1.2418,pending,,,via degli,via degli,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,via degli,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
degli apuli,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,17,1.2418,3.589213,1.2418,pending,,,degli apuli,degli apuli,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,degli apuli,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
covid pandemic,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,21,1.534,3.56756,1.1542,pending,,,covid pandemic,covid pandemic,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,covid pandemic,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
frank summers,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,17,1.2418,3.482112,1.2047,pending,,,frank summers,frank summers,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,frank summers,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sense self,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,24,1.7531,3.317205,1.0305,pending,,,sense self,sense self,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sense self,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
attachment styles,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,16,1.1687,3.232542,1.1409,pending,,,attachment styles,attachment styles,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,attachment styles,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
sidney blatt,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,17,1.2418,3.107261,1.075,pending,,,sidney blatt,sidney blatt,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,sidney blatt,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
implications discussed,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,16,1.1687,3.101314,1.0946,pending,,,implications discussed,implications discussed,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,implications discussed,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
francesco gazzillo,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,15,1.0957,3.037899,1.0957,pending,,,francesco gazzillo,francesco gazzillo,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,francesco gazzillo,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
apuli rome,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,15,1.0957,3.037899,1.0957,pending,,,apuli rome,apuli rome,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,apuli rome,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
personality pathology,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,16,1.1687,3.022578,1.0668,pending,,,personality pathology,personality pathology,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,personality pathology,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
vittorio lingiardi,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,15,1.0957,2.85811,1.0308,pending,,,vittorio lingiardi,vittorio lingiardi,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,vittorio lingiardi,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
construct validity,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,14,1.0226,2.694114,0.9949,pending,,,construct validity,construct validity,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,construct validity,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
posttraumatic stress,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,14,1.0226,2.643941,0.9763,pending,,,posttraumatic stress,posttraumatic stress,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,posttraumatic stress,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
attachment interview,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,15,1.0957,2.60127,0.9382,pending,,,attachment interview,attachment interview,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,attachment interview,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
young adults,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,15,1.0957,2.524218,0.9104,pending,,,young adults,young adults,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,young adults,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
attachment anxiety,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,13,0.9496,2.506044,0.9496,pending,,,attachment anxiety,attachment anxiety,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,attachment anxiety,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
chestnut hill,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,17,1.2418,2.491434,0.862,pending,,,chestnut hill,chestnut hill,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,chestnut hill,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
therapeutic action,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,29,2.1183,2.447294,0.7195,pending,,,therapeutic action,therapeutic action,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,therapeutic action,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
manual pdm,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,13,0.9496,2.432703,0.9218,pending,,,manual pdm,manual pdm,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,manual pdm,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
over course,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,18,1.3148,2.425806,0.8239,pending,,,over course,over course,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,over course,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
riverside drive,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,15,1.0957,2.421482,0.8734,pending,,,riverside drive,riverside drive,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,riverside drive,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
american psychological,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,20,1.4609,2.417183,0.7939,pending,,,american psychological,american psychological,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,american psychological,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
narcissistic personality,key_bigrams_by_journal,terms_bigram,psychoanalytic_psychology,,,17,1.2418,2.411108,0.8342,pending,,,narcissistic personality,narcissistic personality,candidate_concept,kept_for_semantic_review,True,discriminative_candidate_terms,,,narcissistic personality,final_keep,kept_after_final_cleanup,True,discriminative_candidate_terms
